stockNum,askPrice,isNew,color,brandName,modelName,vf_WheelSizeFront,vf_WheelSizeRear,vf_Wheels,vf_Windows
1LT,12923,True,Black,CHEVROLET,Spark,15,15,4,4
LS,15495,False,Red Hot,CHEVROLET,Cruze,15,15,4,4
LS,20995,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
LS,28895,True,Black,CHEVROLET,Impala,18,18,4,4
1LT,17490,True,Orange,CHEVROLET,Spark,15,15,4,4
00K1009A,17500,False,Nightfall Gray Metallic,CHEVROLET,Malibu,16,16,4,4
0004879A,12999,False,Orange Burst Metallic,CHEVROLET,Cruze,16,16,4,6
000P6995,20669,False,Darkmoon Blue Metallic,BUICK,Regal,18,18,4,6
000P6997,19195,False,Rioja Red Metallic,BUICK,Regal,18,18,4,6
00K1336A,11777,False,Arctic Blue Metallic,CHEVROLET,Sonic,15,15,4,4
LT,25164,True,Sandy Ridge Metallic,CHEVROLET,Malibu,17,17,4,4
LT,31775,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LS,24420,True,Pacific Blue Metallic,CHEVROLET,Malibu,16,16,4,4
LT,24985,True,Blue Metallic,CHEVROLET,Cruze,16,16,4,4
LT,23930,False,Cajun Red Tintcoat,CHEVROLET,Cruze,16,16,4,4
LS,21205,True,Oakwood Metallic,CHEVROLET,Cruze,15,15,4,4
LS,24195,True,Summit White,CHEVROLET,Malibu,16,16,4,4
LS,11595,True,Silver Ice Metallic,CHEVROLET,Spark,15,15,4,4
000P7013,26850,False,Beige,CHEVROLET,Impala,19,19,4,4
LS,14899,True,Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
LS,28895,True,Velvet,CHEVROLET,Impala,18,18,4,4
Premier,41400,True,Red Tintcoat,CHEVROLET,Impala,19,19,4,4
LT,28930,True,Blue Metallic,CHEVROLET,Malibu,17,17,4,4
LS,20859,True,Summit White,CHEVROLET,Malibu,16,16,4,4
LT,24995,True,Summit White,CHEVROLET,Malibu,17,17,4,4
LT,28390,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LT,23795,True,Summit White,CHEVROLET,Cruze,16,16,4,4
LT,18750,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
LT,23990,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
LS,22029,True,Summit White,CHEVROLET,Malibu,16,16,4,4
LS,24195,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
LS,24195,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
Premier,36910,True,Red Tintcoat,CHEVROLET,Malibu,18,18,4,4
LS,19995,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
LS,15330,True,Grey,CHEVROLET,Spark,15,15,4,4
LS,14399,False,Blue Velvet Metallic,CHEVROLET,Malibu,16,16,4,4
LT,29302,True,Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
RS,25245,True,Summit White,CHEVROLET,Malibu,18,18,4,4
LT,29540,True,Pearl,CHEVROLET,Malibu,17,17,4,4
RS,25420,True,Silver Ice Metallic,CHEVROLET,Malibu,18,18,4,4
LS,20995,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
LT,25485,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,4
LT,28390,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LS,15330,True,Black,CHEVROLET,Spark,15,15,4,4
LS,23995,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
LT,24685,True,Black,CHEVROLET,Cruze,16,16,4,6
LS,24420,True,Pacific Blue Metallic,CHEVROLET,Malibu,16,16,4,4
LT,24045,True,Oakwood Metallic,CHEVROLET,Cruze,16,16,4,4
LT,24005,True,Pepperdust Metallic,CHEVROLET,Cruze,16,16,4,4
00006955,17601,True, Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
00006805,17601,True, Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
000K1124,20495,True, Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,6
000K1131,20495,True, Black,CHEVROLET,Cruze,15,15,4,6
00006783,17601,True, Red,CHEVROLET,Sonic,15,15,4,4
000K1878,13519,True, Raspberry,CHEVROLET,Spark,15,15,4,4
000K1663,19995,True, Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
000K1501,15195,True, Red,CHEVROLET,Spark,15,15,4,4
000X6805,0,True, Passion Fruit,CHEVROLET,Spark,15,15,4,4
000K1853,15958,True, Red,CHEVROLET,Spark,15,15,4,4
000K1688,20995,True, Summit White,CHEVROLET,Cruze,15,15,4,4
000P7066,18995,False, Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
00XX6507,0,True, Raspberry,CHEVROLET,Spark,15,15,4,4
000P7065,18995,False, Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
000P7068,18995,False, Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
00K1319A,23100,False, Black Raven,CADILLAC,XTS,19,19,4,4
00006402,16980,True,Shadow Gray Metallic,CHEVROLET,Malibu,16,16,4,4
000K1628,15346,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
000K1328,15429,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,6
000P7209,19875,False,Silver Ice Metallic,CHEVROLET,Impala,19,19,4,4
000K1989,26592,True,Summit White,CHEVROLET,Impala,18,18,4,4
000K1872,20967,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
00007200,30633,True,Red Tintcoat,CHEVROLET,Impala,18,18,4,4
000K1184,15303,True,Summit White,CHEVROLET,Cruze,15,15,4,6
000X6051,18942,True,Black Metallic,CHEVROLET,Cruze,16,16,4,4
00006722,36998,True,Silver Ice Metallic,CHEVROLET,Impala,19,19,4,4
000K1993,26592,True,Black,CHEVROLET,Impala,18,18,4,4
000K1728,18500,True,Pacific Blue Metallic,CHEVROLET,Malibu,17,17,4,4
000K1781,20967,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
00006502,17980,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
00CP4376,14099,False,Tungsten Metallic,CHEVROLET,Cruze,16,16,4,4
00K1528A,9722,False,Summit White,CHEVROLET,Spark,15,15,4,4
00X6867A,15299,False,arctic blue metallic,CHEVROLET,Cruze,16,16,4,4
00007124,33607,True,Red Tintcoat,CHEVROLET,Impala,18,18,4,4
000K1659,27599,True,Black Metallic,CHEVROLET,Volt,17,17,4,6
000K1176,15303,True,Black,CHEVROLET,Cruze,15,15,4,6
00006225,21477,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
000J2022,18630,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,6
000K1343,19739,True,Gray Metallic,CHEVROLET,Cruze,16,16,4,6
00006673,24417,True,Pacific Blue Metallic,CHEVROLET,Malibu,17,17,4,4
000K1786,29073,True,Red Tintcoat,CHEVROLET,Impala,18,18,4,4
000K1804,33498,True,Black Metallic,CHEVROLET,Bolt EV,17,17,4,4
000K1216,18898,True,Summit White,CHEVROLET,Cruze,16,16,4,6
00006929,33572,True,Black,CHEVROLET,Impala,18,18,4,4
000K1230,18748,True,Graphite Metallic,CHEVROLET,Cruze,16,16,4,6
000K1136,14998,True,Summit White,CHEVROLET,Cruze,15,15,4,6
000K1311,19119,True,Blue Metallic,CHEVROLET,Cruze,16,16,4,6
000K1118,29448,True,Sandy Ridge Metallic,CHEVROLET,Malibu,18,18,4,4
000K1137,18748,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,6
000J2134,18720,True,Summit White,CHEVROLET,Cruze,16,16,4,6
00006668,18273,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
00007030,25843,True,Black,CHEVROLET,Impala,18,18,4,4
000K1803,35899,True,Red Tintcoat,CHEVROLET,Bolt EV,17,17,4,4
00006972,15601,True,Summit White,CHEVROLET,Sonic,15,15,4,4
000K1779,20967,True,Blue Metallic,CHEVROLET,Malibu,17,17,4,4
00006546,17176,True,Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
000X6462,19003,True,Oakwood Metallic,CHEVROLET,Cruze,16,16,4,4
000J2294,25446,True,Summit White,CHEVROLET,Malibu,17,17,4,4
00XK1537,14400,True,Red Tintcoat,CHEVROLET,Sonic,15,15,4,4
000K1954,17757,True,Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
00006632,29606,True,Summit White,CHEVROLET,Malibu,18,18,4,4
000K1518,15995,True,Oakwood Metallic,CHEVROLET,Cruze,16,16,4,4
000J1815,21230,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
00XJ2172,36300,True,Black,CHEVROLET,Impala,19,19,4,4
000K1741,17599,True,Pacific Blue Metallic,CHEVROLET,Malibu,18,18,4,4
000J1703,29721,True,Silver Ice Metallic,CHEVROLET,Malibu,18,18,4,4
000K1182,18898,True,Red,CHEVROLET,Cruze,16,16,4,6
00006815,21217,True,Blue Metallic,CHEVROLET,Malibu,17,17,4,4
000K1717,18950,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
000K1306,17449,True,Black,CHEVROLET,Cruze,16,16,4,6
00006816,18273,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
000K1189,15370,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,6
00006917,34900,True,Black Metallic,CHEVROLET,Bolt EV,17,17,4,4
000K1761,17899,True,Blue Metallic,CHEVROLET,Malibu,17,17,4,4
000X3690,18457,True,Steel Metallic,CHEVROLET,Cruze,16,16,4,4
000K1868,20967,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
000K1460,31674,True,Pearl,CHEVROLET,Impala,18,18,4,4
00007214,30277,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
000K1350,15429,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,6
00006649,30489,True,Pearl,CHEVROLET,Malibu,18,18,4,4
000J2310,18572,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
00006244,21458,True,Summit White,CHEVROLET,Malibu,17,17,4,4
000K1811,16998,True,Gray Metallic,CHEVROLET,Sonic,15,15,4,4
000K1724,23478,True,Blue Metallic,CHEVROLET,Malibu,17,17,4,4
00005725,28895,True,Black Metallic,CHEVROLET,Impala,18,18,4,4
000K1177,16998,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
000K1841,15998,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
000K1843,16659,True,Gray Metallic,CHEVROLET,Sonic,15,15,4,4
000K1569,18382,True,Black Metallic,CHEVROLET,Cruze,16,16,4,4
000J2107,18274,True,Gray Metallic,CHEVROLET,Cruze,16,16,4,6
000K1099,15500,True,Red,CHEVROLET,Cruze,15,15,4,6
000J1986,18998,True,Black,CHEVROLET,Cruze,16,16,4,6
000K1917,21323,True,Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
000K1165,18549,True,Blue Metallic,CHEVROLET,Cruze,16,16,4,6
000K1771,23033,True,Pacific Blue Metallic,CHEVROLET,Malibu,17,17,4,4
000X6456,18888,True,Summit White,CHEVROLET,Cruze,16,16,4,4
000K1991,36975,True,Gray Metallic,CHEVROLET,Impala,19,19,4,4
00007049,25843,True,Velvet,CHEVROLET,Impala,18,18,4,4
00006720,18273,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
00005829,23300,True,Summit White,CHEVROLET,Impala,18,18,4,4
000K1992,29764,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
000K1867,20967,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
000K1595,16203,True,Summit White,CHEVROLET,Cruze,15,15,4,6
000J2027,20938,True,Arctic Blue,CHEVROLET,Malibu,17,17,4,4
00007251,17638,True,Gray Metallic,CHEVROLET,Sonic,15,15,4,4
000K1723,19899,True,Summit White,CHEVROLET,Malibu,17,17,4,4
000K1586,16203,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,6
00007048,25843,True,Gray Metallic,CHEVROLET,Impala,18,18,4,4
00007157,33252,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
000K1795,21993,True,Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
00006874,25843,True,Black,CHEVROLET,Impala,18,18,4,4
000J2312,16900,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
000J2076,19976,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,6
00005922,28850,True,Velvet,CHEVROLET,Impala,18,18,4,4
000X6801,19359,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,4
00007211,25899,True,Black,CHEVROLET,Impala,18,18,4,4
000K1840,25044,True,Pearl,CHEVROLET,Malibu,17,17,4,4
00007031,25843,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
000K1154,18763,True,Gray Metallic,CHEVROLET,Cruze,16,16,4,6
00007110,37222,True,Black,CHEVROLET,Impala,19,19,4,4
000K1551,15727,True,Red,CHEVROLET,Cruze,15,15,4,4
000K1210,15303,True,Red,CHEVROLET,Cruze,15,15,4,6
000J2323,21364,True,Summit White,CHEVROLET,Malibu,17,17,4,4
00007158,37222,True,Silver Ice Metallic,CHEVROLET,Impala,19,19,4,4
000K1484,26998,True,Black,CHEVROLET,Impala,18,18,4,4
000K1568,18382,True,Black Metallic,CHEVROLET,Cruze,16,16,4,4
00006818,22446,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
00007060,25843,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
000K1828,24350,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
000K1896,28540,True,Blue Metallic,CHEVROLET,Bolt EV,17,17,4,4
000K1834,31476,True,Velvet,CHEVROLET,Impala,18,18,4,4
00006217,15680,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
000K1928,16659,True,Red,CHEVROLET,Sonic,15,15,4,4
000K1479,18382,True,Pepperdust Metallic,CHEVROLET,Cruze,16,16,4,4
000X6300,29995,True,Summit White,CHEVROLET,Impala,18,18,4,4
000J2159,17995,True,Gray Metallic,CHEVROLET,Cruze,16,16,4,6
00006821,18273,True,Summit White,CHEVROLET,Malibu,16,16,4,4
000J2326,25446,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
000J2313,25446,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
00005805,20765,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
00007246,32014,True,Red Tintcoat,CHEVROLET,Impala,18,18,4,4
000K1778,20967,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
000K1990,26592,True,Black,CHEVROLET,Impala,18,18,4,4
000J2186,20690,True,Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
000K1850,16659,True,Gray Metallic,CHEVROLET,Sonic,15,15,4,4
000K1313,15303,True,Oakwood Metallic,CHEVROLET,Cruze,15,15,4,6
000K1807,27800,True,Shadow Gray Metallic,CHEVROLET,Malibu,18,18,4,4
000J2190,18274,True,Summit White,CHEVROLET,Cruze,16,16,4,6
000J1926,19076,True,Blue Metallic,CHEVROLET,Cruze,16,16,4,6
K1628A,14377,False,Mosaic Black Metallic,CHEVROLET,Malibu,16,16,4,4
000P7170,14775,False,Kinetic Blue Metallic,CHEVROLET,Cruze,16,16,4,4
000P7184,16800,False,Arctic Blue Metallic,CHEVROLET,Cruze,17,17,4,4
000P7174,17497,False,Summit White,CHEVROLET,Cruze,17,17,4,4
00CP4409,17499,False,Summit White,CHEVROLET,Malibu,17,17,4,4
000P7207,20250,False,Pepperdust Metallic,CHEVROLET,Impala,19,19,4,4
000P7208,20593,False,Silver Ice Metallic,CHEVROLET,Impala,19,19,4,4
00CP4385,21149,False,Summit White,CHEVROLET,Impala,18,18,4,4
000P7158,19999,False,Black,CHEVROLET,Impala,19,19,4,4
0006986A,22984,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
0XJ2285A,13472,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
00CP4312,24750,False,Nightfall Gray Metallic,CHEVROLET,Impala,19,19,4,4
000J2127,16995,True,Red,CHEVROLET,Cruze,16,16,4,6
000L1584,16996,True,Black,CHEVROLET,Sonic,15,15,4,4
00L1445A,13399,False,White,CHEVROLET,Cruze,15,15,4,4
000P7434,14598,False,Red,CHEVROLET,Cruze,16,16,4,4
00X7785A,12995,False,Orange,CHEVROLET,Cruze,16,16,4,6
000P7433,14698,False,Gray,CHEVROLET,Cruze,16,16,4,4
0XL1305A,15777,False,Black,CHEVROLET,Malibu,16,16,4,4
000K1984,24500,True,Brown,CHEVROLET,Impala,18,18,4,4
000P7466,16398,False,Gray,CHEVROLET,Malibu,17,17,4,4
000L1573,16996,True,Gray,CHEVROLET,Sonic,15,15,4,4
00CP4529,16389,False,Black,BUICK,Regal,18,18,4,4
000P7512,20798,False,Black,CHEVROLET,Impala,18,18,4,4
000P7438,14695,False,Silver,CHEVROLET,Cruze,16,16,4,6
000P7460,15798,False,Copper,CHEVROLET,Malibu,17,17,4,4
00007259,29529,True,Black,CHEVROLET,Impala,18,18,4,4
000P7532,18698,False,Silver,CHEVROLET,Impala,18,18,4,4
00CP4559,21399,False,Gray,CHEVROLET,Impala,18,18,4,4
00008127,14998,True,Silver,CHEVROLET,Sonic,15,15,4,4
000P7535,17498,False,Blue,CHEVROLET,Malibu,17,17,4,4
0007321A,21998,False,Black,CHEVROLET,Malibu,18,18,4,4
000P7509,22095,False,Black,CHEVROLET,Impala,19,19,4,4
000P7504,17395,False,Brown,CHEVROLET,Malibu,17,17,4,4
0007338A,21298,False,White,CHEVROLET,Malibu,18,18,4,4
XXL1545A,13695,False,Red,CHEVROLET,Cruze,15,15,4,4
0XXL1017,16300,True,Red,CHEVROLET,Sonic,15,15,4,4
0008135A,13998,False,Gray,CHEVROLET,Malibu,16,16,4,4
0007763A,13298,False,Black,CHEVROLET,Cruze,16,16,4,4
000P7473,13998,False,Brown,CHEVROLET,Cruze,16,16,4,4
000P7462,15898,False,White,CHEVROLET,Malibu,17,17,4,4
00CP4579,14825,False,White,CHEVROLET,Cruze,16,16,4,4
00007212,26985,True,Gray,CHEVROLET,Impala,18,18,4,4
000P7499,13339,False,Black,CHEVROLET,Cruze,16,16,4,4
0008197B,17998,False,Black,CHEVROLET,Impala,18,18,4,4
00CP4578,14966,False,White,CHEVROLET,Cruze,16,16,4,4
00007260,26695,True,White,CHEVROLET,Impala,18,18,4,4
00007216,29487,True,Silver,CHEVROLET,Impala,18,18,4,4
0008227A,21295,False,Gray,CHEVROLET,Volt,17,17,4,6
00007278,29450,True,Black,CHEVROLET,Impala,18,18,4,4
00007279,28595,True,Silver,CHEVROLET,Impala,18,18,4,4
00007197,30159,True,Gray,CHEVROLET,Impala,18,18,4,4
00007215,29487,True,White,CHEVROLET,Impala,18,18,4,4
000P7546,21598,False,Black,CHEVROLET,Impala,19,19,4,4
00L1423A,15549,False,White,CHEVROLET,Malibu,16,16,4,4
000P7513,20749,False,Silver,CHEVROLET,Impala,19,19,4,4
000P7567,17798,False,Gray,CHEVROLET,Malibu,17,17,4,4
0008113A,13898,False,Blue,CHEVROLET,Cruze,16,16,4,4
0007470A,12395,False,Blue,CHEVROLET,Cruze,16,16,4,6
000P7468,15595,False,White,CHEVROLET,Malibu,17,17,4,4
000P7541,16947,False,Gray,CHEVROLET,Malibu,17,17,4,4
00007213,29985,True,Gray,CHEVROLET,Impala,18,18,4,4
00CP4581,21996,False,Black,CHEVROLET,Malibu,17,17,4,4
000P7461,15498,False,White,CHEVROLET,Malibu,17,17,4,4
000P7465,14895,False,Gray,CHEVROLET,Malibu,17,17,4,4
000P7464,14940,False,White,CHEVROLET,Malibu,17,17,4,4
000P7463,14795,False,White,CHEVROLET,Malibu,17,17,4,4
00008161,14998,True,Gray,CHEVROLET,Sonic,15,15,4,4
000P7467,15593,False,Silver,CHEVROLET,Malibu,17,17,4,4
00CP4577,19777,False,White,CHEVROLET,Malibu,17,17,4,4
00CP4574,15677,False,White,CHEVROLET,Malibu,17,17,4,4
000L1557,17580,True,White,CHEVROLET,Sonic,15,15,4,4
00L1266A,12994,False,Blue,CHEVROLET,Cruze,15,15,4,4
000P7496,13449,False,Gray,CHEVROLET,Cruze,16,16,4,4
00J1611A,9998,False,Mosaic Black Metallic,CHEVROLET,Spark,15,15,4,4
XXJ1177A,14888,False,Pepperdust Metallic,CHEVROLET,Malibu,16,16,4,4
00J1568A,13777,False,Summit White,CHEVROLET,Cruze,15,15,4,4
000P6620,15777,False,Red,CHEVROLET,Cruze,17,17,4,4
000P6621,16500,False,Graphite Metallic,CHEVROLET,Cruze,17,17,4,6
LS,24195,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
Premier,36455,True,Silver Ice Metallic,CHEVROLET,Malibu,18,18,4,4
LT,24685,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
LS,24195,True,Summit White,CHEVROLET,Malibu,16,16,4,4
LS,17645,True,Black Metallic,CHEVROLET,Sonic,15,15,4,4
1LT,16850,True,Toasted Marshmallow,CHEVROLET,Spark,15,15,4,4
LS,15025,True,Black,CHEVROLET,Spark,15,15,4,4
LT,22565,True,Summit White,CHEVROLET,Cruze,16,16,4,4
LT,21495,True,Black Metallic,CHEVROLET,Sonic,16,16,4,4
Premier,40920,True,Blue Metallic,CHEVROLET,Volt,17,17,4,6
LT,23590,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
2LT,19545,True,Black,CHEVROLET,Spark,15,15,4,4
LS,15025,True,Silver Ice,CHEVROLET,Spark,15,15,4,4
LS,15025,True,Summit White,CHEVROLET,Spark,15,15,4,4
LS,13925,True,Summit White,CHEVROLET,Spark,15,15,4,4
LT,22045,True,Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
LS,24195,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
LT,19295,True,Summit White,CHEVROLET,Sonic,15,15,4,4
LT,22655,True,Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
Premier,24350,True,Black Metallic,CHEVROLET,Cruze,17,17,4,4
Premier,40705,True,Velvet,CHEVROLET,Impala,19,19,4,4
LT,30335,True,Sandy Ridge Metallic,CHEVROLET,Malibu,17,17,4,4
LT,38660,True,Black,CHEVROLET,Impala,18,18,4,4
LT,19295,True,Black Metallic,CHEVROLET,Sonic,15,15,4,4
1LT,16850,True,Silver Ice,CHEVROLET,Spark,15,15,4,4
LS,13925,True,Silver Ice,CHEVROLET,Spark,15,15,4,4
LS,24195,True,Summit White,CHEVROLET,Malibu,16,16,4,4
Premier,40755,True,Velvet,CHEVROLET,Impala,19,19,4,4
LT,27090,True,Sandy Ridge Metallic,CHEVROLET,Malibu,17,17,4,4
LT,20920,True,Arctic Blue,CHEVROLET,Sonic,15,15,4,4
LS,15025,True,Silver Ice,CHEVROLET,Spark,15,15,4,4
Premier,40855,True,Black Metallic,CHEVROLET,Impala,19,19,4,4
LT,25145,True,Black Metallic,CHEVROLET,Cruze,16,16,4,4
LT,27690,True,Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
LT,20565,True,Red Tintcoat,CHEVROLET,Sonic,15,15,4,4
2LT,19350,True,Silver Ice,CHEVROLET,Spark,15,15,4,4
LS,20400,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
LS,15025,True,Summit White,CHEVROLET,Spark,15,15,4,4
LT,19295,True,Summit White,CHEVROLET,Sonic,15,15,4,4
LT,26000,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
LS,20400,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
LT,20170,True,Black Metallic,CHEVROLET,Sonic,15,15,4,4
LT,21315,True,Blue Metallic,CHEVROLET,Sonic,15,15,4,4
LT,21990,True,Black Metallic,CHEVROLET,Sonic,15,15,4,4
LS,24520,True,Gray Metallic,CHEVROLET,Malibu,16,16,4,4
LS,20400,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
LT,30530,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LS,24540,True,Summit White,CHEVROLET,Malibu,16,16,4,4
1LT,16850,True,Gray,CHEVROLET,Spark,15,15,4,4
LS,24195,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
00CP4065,24377,False,Quicksilver Metallic,BUICK,LaCrosse,18,18,4,4
0004199A,13999,False,Red Hot,CHEVROLET,Cruze,15,15,4,4
LT,24085,True,Steel Metallic,CHEVROLET,Cruze,16,16,4,4
LT,23985,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,4
LS,13995,False,Silver Ice Metallic,CHEVROLET,Sonic,15,15,4,4
LT,24385,True,Blue Metallic,CHEVROLET,Cruze,16,16,4,6
000P6860,16995,False,Summit White,CHEVROLET,Cruze,16,16,4,4
LS,20400,True,Red,CHEVROLET,Cruze,15,15,4,4
LS,24195,True,Gray Metallic,CHEVROLET,Malibu,16,16,4,4
LT,30530,True,Pepperdust Metallic,CHEVROLET,Malibu,17,17,4,4
LS,20400,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
LS,24195,True,Velvet,CHEVROLET,Malibu,16,16,4,4
LS,24195,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
LT,16995,False,Red Tintcoat,CHEVROLET,Sonic,16,16,4,4
LS,15195,True,Passion Fruit,CHEVROLET,Spark,15,15,4,4
Premier,36455,True,Gray Metallic,CHEVROLET,Malibu,18,18,4,4
LT,24498,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
LS,17995,False,Blue Velvet Metallic,CHEVROLET,Malibu,16,16,4,4
LS,15495,False,Black Metallic,CHEVROLET,Cruze,15,15,4,4
LS,24195,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
LT,27240,True,Sandy Ridge Metallic,CHEVROLET,Malibu,17,17,4,4
LT,24385,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,6
LT,24285,True,Summit White,CHEVROLET,Cruze,16,16,4,4
LT,20565,True,Blue Metallic,CHEVROLET,Sonic,15,15,4,4
LT,27090,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
LT,27090,True,Gray Metallic,CHEVROLET,Malibu,17,17,4,4
LT,23945,True,Graphite Metallic,CHEVROLET,Cruze,16,16,4,6
LT,22795,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
LS,24195,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
LT,30530,True,Sandy Ridge Metallic,CHEVROLET,Malibu,17,17,4,4
LT,28335,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
LT,27340,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
LT,18495,False,Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
LS,24520,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
LS,12395,False,Mint,CHEVROLET,Spark,15,15,4,4
Premier,16995,False,Silver Ice Metallic,CHEVROLET,Cruze,17,17,4,4
LT,21500,False,blue velvet metallic,CHEVROLET,Impala,18,18,4,4
LS,13936,True,Toasted Marshmallow,CHEVROLET,Spark,15,15,4,4
LT,24300,True,Steel Metallic,CHEVROLET,Cruze,16,16,4,4
LT,26095,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LS,24540,True,Summit White,CHEVROLET,Malibu,16,16,4,4
LT,32270,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LT,23945,True,Pepperdust Metallic,CHEVROLET,Cruze,16,16,4,6
LS,24195,True,Summit White,CHEVROLET,Malibu,16,16,4,4
LT,21415,True,Gray Metallic,CHEVROLET,Sonic,15,15,4,4
LT,27240,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
Premier,36685,True,Red Tintcoat,CHEVROLET,Malibu,18,18,4,4
